# Ecm || mean err  
0.66 || 0  0
0.66005 || 0  0
0.6601 || 0  0
0.66015 || 0  0
0.6602 || 0  0
0.66025 || 0  0
0.6603 || 0  0
0.66035 || 0  0
0.6604 || 0  0
0.66045 || 0  0
0.660501 || 0  0
0.660551 || 0  0
0.660601 || 0  0
0.660651 || 0  0
0.660701 || 0  0
0.660751 || 0  0
0.660801 || 0  0
0.660851 || 0  0
0.660901 || 0  0
0.660951 || 0  0
0.661001 || 0  0
0.661051 || 0  0
0.661101 || 0  0
0.661151 || 0  0
0.661201 || 0  0
0.661251 || 0  0
0.661301 || 0  0
0.661351 || 0  0
0.661401 || 0  0
0.661451 || 0  0
0.661502 || 0  0
0.661552 || 0  0
0.661602 || 0  0
0.661652 || 0  0
0.661702 || 0  0
0.661752 || 0  0
0.661802 || 0  0
0.661852 || 0  0
0.661902 || 0  0
0.661952 || 0  0
0.662002 || 0  0
0.662052 || 0  0
0.662102 || 0  0
0.662152 || 0  0
0.662202 || 0  0
0.662252 || 0  0
0.662302 || 0  0
0.662352 || 0  0
0.662402 || 0  0
0.662452 || 0  0
0.662503 || 0  0
0.662553 || 0  0
0.662603 || 0  0
0.662653 || 0  0
0.662703 || 0  0
0.662753 || 0  0
0.662803 || 0  0
0.662853 || 0  0
0.662903 || 0  0
0.662953 || 0  0
0.663003 || 0  0
0.663053 || 0  0
0.663103 || 0  0
0.663153 || 0  0
0.663203 || 0  0
0.663253 || 0  0
0.663303 || 0  0
0.663353 || 0  0
0.663403 || 0  0
0.663453 || 0  0
0.663504 || 0  0
0.663554 || 0  0
0.663604 || 0  0
0.663654 || 0  0
0.663704 || 0  0
0.663754 || 0  0
0.663804 || 0  0
0.663854 || 0  0
0.663904 || 0  0
0.663954 || 0  0
0.664004 || 3.16659e-29  2.77924e-29
0.664054 || 2.60526e-21  2.28696e-21
0.664104 || 2.57787e-19  2.26331e-19
0.664154 || 4.05149e-18  3.55772e-18
0.664204 || 2.91966e-17  2.56429e-17
0.664254 || 1.3637e-16  1.19793e-16
0.664304 || 4.83026e-16  4.24383e-16
0.664354 || 1.41208e-15  1.24087e-15
0.664404 || 3.58509e-15  3.15096e-15
0.664454 || 8.17003e-15  7.182e-15
0.664505 || 1.70946e-14  1.503e-14
0.664555 || 3.33762e-14  2.93507e-14
0.664605 || 6.15405e-14  5.41281e-14
0.664655 || 1.08141e-13  9.51335e-14
0.664705 || 1.82394e-13  1.60485e-13
0.664755 || 2.96938e-13  2.6132e-13
