# Ecm || mean err  
0.66 || 0  0
0.66005 || 0  0
0.6601 || 0  0
0.66015 || 0  0
0.6602 || 0  0
0.66025 || 0  0
0.6603 || 0  0
0.66035 || 0  0
0.6604 || 0  0
0.66045 || 0  0
0.660501 || 0  0
0.660551 || 0  0
0.660601 || 0  0
0.660651 || 0  0
0.660701 || 0  0
0.660751 || 0  0
0.660801 || 0  0
0.660851 || 0  0
0.660901 || 0  0
0.660951 || 0  0
0.661001 || 0  0
0.661051 || 0  0
0.661101 || 0  0
0.661151 || 0  0
0.661201 || 0  0
0.661251 || 0  0
0.661301 || 0  0
0.661351 || 0  0
0.661401 || 0  0
0.661451 || 0  0
0.661502 || 0  0
0.661552 || 0  0
0.661602 || 0  0
0.661652 || 0  0
0.661702 || 0  0
0.661752 || 0  0
0.661802 || 0  0
0.661852 || 0  0
0.661902 || 0  0
0.661952 || 0  0
0.662002 || 0  0
0.662052 || 0  0
0.662102 || 0  0
0.662152 || 0  0
0.662202 || 0  0
0.662252 || 0  0
0.662302 || 0  0
0.662352 || 0  0
0.662402 || 0  0
0.662452 || 0  0
0.662503 || 0  0
0.662553 || 0  0
0.662603 || 0  0
0.662653 || 0  0
0.662703 || 0  0
0.662753 || 0  0
0.662803 || 0  0
0.662853 || 0  0
0.662903 || 0  0
0.662953 || 0  0
0.663003 || 0  0
0.663053 || 0  0
0.663103 || 0  0
0.663153 || 0  0
0.663203 || 0  0
0.663253 || 0  0
0.663303 || 0  0
0.663353 || 0  0
0.663403 || 0  0
0.663453 || 0  0
0.663504 || 0  0
0.663554 || 0  0
0.663604 || 0  0
0.663654 || 0  0
0.663704 || 0  0
0.663754 || 0  0
0.663804 || 0  0
0.663854 || 0  0
0.663904 || 0  0
0.663954 || 0  0
0.664004 || 1.24898e-10  1.06299e-10
0.664054 || 3.14603e-07  2.69026e-07
0.664104 || 2.30152e-06  1.97768e-06
0.664154 || 7.65499e-06  6.61061e-06
0.664204 || 1.82337e-05  1.58263e-05
0.664254 || 3.60766e-05  3.14766e-05
0.664304 || 6.34198e-05  5.56283e-05
0.664354 || 0.000102716  9.05877e-05
0.664404 || 0.000156654  0.000138927
0.664454 || 0.000228183  0.000203514
0.664505 || 0.000320537  0.000287547
0.664555 || 0.000437261  0.000394591
0.664605 || 0.000582243  0.000528617
0.664655 || 0.00075975  0.000694052
0.664705 || 0.000974457  0.000895828
0.664755 || 0.0012315  0.00113944
0.664805 || 0.00153649  0.00143101
0.664855 || 0.00189563  0.00177736
